id,itemName,stackSize
bf0bcdec-0f52-4f87-845f-7dfdc25e5ffd,stonecutter,64
1a4ecd7a-86df-4d4d-beb6-9bf618be0b33,stone_shovel,1
81ed395c-92f5-4432-988e-4ada6a2cd968,stone_bricks,64
83745198-a59e-4122-a990-8a021671dd86,stone_button,64
8ef8e054-e7d0-4748-861e-edd24e8b9890,smooth_stone,64
b21f808b-51bf-448f-ad22-db67d66a3905,redstone_ore,64
6c6d7ab1-f618-4bef-86c9-f0c4e7afe478,red_sandstone,64
7b298e56-29d0-49d7-82f1-f9262e57deba,redstone_lamp,64
a0d99182-4c19-428e-96d0-44faedbbdc48,stone_pickaxe,1
ce807153-d3ce-457f-b613-a38beea33aa1,cut_sandstone,64
293eb83b-10b5-4ca1-aaa3-dadb82f7371e,granite,64
07f5a7c5-f82c-4d3e-8a97-9f5b7506e7fc,granite_wall,64
4a45d73d-ad28-4bf4-bb9a-c4ea01ba6811,granite_slab,64
d60c4953-bf4b-48c4-babc-e1446e966b09,polished_granite,64
e07cada8-3c4b-4434-ab4c-ffaecd942b49,polished_granite_slab,64
5041d398-f9fe-4030-8b30-307df279c55c,polished_granite_stairs,64
f94d7ad8-acd7-45de-be88-d98a1dd8cb7f,diorite,64
1a386b13-c39c-49f3-bf3d-f6b40d030830,diorite_wall,64
b002a2b5-3b7c-44f4-8885-d6ee6a730763,diorite_slab,64
34167afa-77dc-4fd1-b875-1e5e74ba8c47,polished_diorite,64
30b6b3a4-8972-4dd0-9501-6ac3ba5c4b11,polished_diorite_slab,64
5b2445ba-bc35-48f0-8416-8cdb85527d24,polished_diorite_stairs,64
cc59b3c7-eaf5-437a-aaa7-0bd832e4f147,andesite,64
10de6b84-9604-46db-9e35-94a55e9b16c3,andesite_wall,64
cf2f284a-b053-46be-ab91-709ec539f013,andesite_slab,64
299445c1-a718-4525-b0ff-82d2091fbd13,polished_andesite,64
84626dd9-1eaf-4228-99d1-90c2c0a7a174,polished_andesite_slab,64
d6a11c27-de7a-4faa-a309-00c561779687,polished_andesite_stairs,64
6e064f62-b2a1-4fcf-ab66-370ac2324617,deepslate,64
b1fe66a0-72df-4f74-99c4-11fbf68bbb9d,deepslate_tiles,64
368b9258-0ec4-4f41-a270-e2e6556a5d59,deepslate_bricks,64
c2fdaf6b-8b2f-4a6f-adfa-1c32c761d4ee,cobbled_deepslate,64
15a850ea-3060-4a94-8fe2-073c34bbfddf,deepslate_coal_ore,64
3d1f2387-0352-4427-aeac-337c9d1403b0,chiseled_deepslate,64
4a4c4323-95c3-4c00-a06a-dee209536c8e,polished_deepslate,64
9d3439f5-8b90-4e0f-9a50-1495bf278657,deepslate_gold_ore,64
f83fab0f-a886-4ac4-b072-7bd0ca5069f8,deepslate_iron_ore,64
9120679e-38c3-4adf-9fc5-5f5b7fdec78b,deepslate_lapis_ore,64
b8944238-af1b-484f-89bf-b6840d042684,deepslate_tile_slab,64
e6b6a127-2597-4f3b-bcd2-ae43bebe0abf,deepslate_tile_wall,64
2bd7547d-0e91-4a77-aaed-9f95aaa71ccc,deepslate_brick_wall,64
7720063c-c36d-4648-9b94-1e27cf5915f3,deepslate_brick_slab,64
c3fc4c70-052d-4fba-8f4f-4e475e38b2e6,deepslate_copper_ore,64
162ff9c5-7d78-4a8c-a8f1-3eca404b6273,deepslate_emerald_ore,64
614f2f62-f588-49d6-888f-9bdbc01f0a31,deepslate_tile_stairs,64
d58bd7e9-3244-41c0-856b-fbb8faadf52c,deepslate_diamond_ore,64
1b994d31-8e76-46aa-a266-3d455dfee80c,cobbled_deepslate_slab,64
3cc17845-f567-4162-bd4e-5a39af6a1392,deepslate_brick_stairs,64
97e2f67d-d618-48a7-b2cb-3d571d69652c,deepslate_redstone_ore,64
fc2d13a1-56e5-4120-b8ae-4589ba877dfb,cobbled_deepslate_wall,64
52e50ecf-27fb-4140-bdb2-dd30c04fb968,polished_deepslate_slab,64
bd3d74a0-4caa-404e-88a8-b7b93d805f1f,cracked_deepslate_tiles,64
c5033f01-5def-4c6d-8602-b9a853c6bfa0,polished_deepslate_wall,64
70080a08-5ebd-43aa-9020-2b1059db32d5,cobbled_deepslate_stairs,64
6e46d414-feea-450f-802e-9f796945ac4e,polished_deepslate_stairs,64
6342c10a-37bd-4810-a86c-579c2d62ddc4,calcite,64
8b19b489-cbb3-4f87-bc5f-789d3160525d,tuff,64
069f71de-55f6-4dce-b2ad-c18dea6e533d,tuff_slab,64
b0d329e2-4299-46b4-ac4c-220810af8879,tuff_wall,64
e83bf844-0f0d-4346-9eee-3010827cd58a,tuff_bricks,64
5406083b-a419-434d-b99f-fa69d502ee46,polished_tuff,64
e0f4726f-d275-4a94-b8ae-50b6d528f381,chiseled_tuff,64
83b0575b-178a-4356-aed3-35a5fc1492a1,tuff_brick_wall,64
af07a4b6-d9cf-462d-91fa-bf6176d0f463,tuff_brick_slab,64
dd4d0224-988f-4f6b-b5e4-6d7068840027,tuff_brick_stairs,64
65efa677-d0d6-4553-8c4e-5ee79ebd2ea2,polished_tuff_slab,64
e17f1e82-0456-4bd8-bbef-06caca80652f,polished_tuff_wall,64
79deff0d-6162-469a-a49d-d74f48298402,chiseled_tuff_bricks,64
b718a688-1904-4b47-92c0-07f3eab3713d,polished_tuff_stairs,64
d796c633-1edb-488e-a534-8ddb23a1eebd,dripstone_block,64
5663bec6-888e-49f1-bfee-98f27d8a78c8,grass_block,64
1328ac28-9efb-4f7a-8f05-7aac6084d7db,dirt,64
89f43186-7762-471f-8a85-94bea16e8192,rooted_dirt,64
aec90693-93a9-4b22-8bce-6e317ab6e5ce,coarse_dirt,64
3427a087-51f5-4c46-871c-90fdf9249709,podzol,64
983e139f-8817-4c66-85eb-d9ed6f2d393b,mud,64
599f1940-4b54-4ead-8121-0b0082c7d6a2,packed_mud,64
fe54484b-7949-4262-a329-f098f0a64ca0,mud_bricks,64
f35d0862-b483-475b-87f6-bbd098893945,mud_brick_slab,64
f87a56ba-a3f3-4bd5-9aca-de4e36fa7acc,mud_brick_wall,64
e3e63f3f-da57-4831-966e-40c8f75e49bb,muddy_mangrove_roots,64
e1685df9-78b8-4259-b969-96bdf1207427,crimson_nylium,64
e58d466e-036b-4649-b041-aec0e449505f,warped_nylium,64
13106657-ddb5-4116-9506-f4917bf94979,cobblestone_slab,64
7a98a9d7-96a9-4853-9ce5-8477566a9f89,cobblestone_wall,64
fce9f26c-0254-4a24-8dde-27e4f6585658,mossy_cobblestone,64
8674c052-a2bf-4cca-9490-8e1aaa6b87d5,cobblestone_stairs,64
243d0697-cd18-434a-b506-7008faf43ae7,mossy_cobblestone_wall,64
991bdca4-a350-4ee5-8355-dd6f287373ae,mossy_cobblestone_slab,64
533eb6ab-f91d-4fb5-9da0-b2758f9f7836,mossy_cobblestone_stairs,64
2dd477d3-9435-428d-9038-3ef70b091b0a,oak_planks,64
1aa96242-f9ca-4a86-b20b-c62dd5a4f5d4,dark_oak_planks,64
36376186-4097-456f-9b8a-20600621659b,pale_oak_planks,64
41797ebc-63e1-4b45-a14b-e78b68fb8746,spruce_planks,64
eedf1358-cda3-416b-a706-fb4c75f76d3c,birch_planks,64
621562e4-1576-4ce8-a421-2de35c9324df,jungle_planks,64
dd5624d3-911c-4fc8-8ca6-a632e1275ce1,acacia_planks,64
698b138f-99bd-438f-8c05-534980af702f,cherry_planks,64
3693f4e1-e2ca-492b-a18e-125c434b2c96,mangrove_planks,64
986ec4ad-49c3-45c9-9028-4b4894fa50ed,bamboo_planks,64
78f3cff4-9453-4aba-a371-06ec5c11354b,crimson_planks,64
97868ec5-38b6-4b6d-92b8-9a5bdd501799,warped_planks,64
3390d371-011f-43f9-b022-f21e3677e3dd,bamboo_mosaic,64
62c3fcb8-7049-4d44-b621-d02e10b75422,bamboo_mosaic_slab,64
8db8d958-83e1-4dfb-b2d2-af88ea493ec2,bamboo_mosaic_stairs,64
b1ed7e25-f840-41f3-88d9-f42635653b71,bamboo_mosaic_stairs,64
fb7fce11-60c0-4b1b-a6b7-5b4009a80665,oak_sapling,64
b47df64a-6a40-4fc8-9ea7-aa7d83230064,pale_oak_sapling,64
ccd85f3c-ffe6-4ffd-a195-48fe8c3b90d0,dark_oak_sapling,64
55547378-98f8-474f-8c4b-e81fb74bf277,spruce_sapling,64
c3ee068d-cfe0-4186-b51d-4968b2eafa66,birch_sapling,64
eb5a6ff5-0504-4d40-809d-628d92c67f7f,jungle_sapling,64
fbcae51f-f4d5-4818-9b2f-ca639e0c1ea4,acacia_sapling,64
c3a9f4d6-7f20-4533-8cc5-16ca00defdd0,cherry_sapling,64
3fb935c0-ecb6-4a24-9ce2-5f6effc4e74b,mangrove_propagule,64
30cd7e0a-2158-4ee9-ace2-4ab96a780dba,sand,64
3a87de93-b285-4433-acff-c0c7b13bb223,red_sand,64
7008d619-2df9-45b8-a3ed-cd9fa9611909,soul_sand,64
0e756af2-1738-4026-b796-c9933361bd96,sandstone_slab,64
d0988b2a-ebe5-486c-8170-3cad3352a642,sandstone_wall,64
a9aaf30e-a42d-415d-b851-7414af90d03d,suspicious_sand,64
f0319f2f-007d-4c05-88a2-ed58958f3bf5,smooth_sandstone,64
0c80319a-fc6b-422a-9402-bf30d59b092c,cut_red_sandstone,64
d9f623f0-d4bb-4d1b-b89c-7025a6307410,cut_red_sandstone,64
0fa3c026-36cc-4cd3-8990-3f044c326deb,red_sandstone_wall,64
1575298c-543d-4729-b769-fe3eb55d9f54,red_sandstone_slab,64
d49ee2b2-c31c-45fc-af1a-3855fcb5d64a,chiseled_sandstone,64
e464e76c-838e-4ee1-86b8-4b23a4898db8,cut_sandstone_slab,64
9130b974-56dc-4bca-a652-4a7e3df8d43f,smooth_red_sandstone,64
976b35ed-841b-4973-8add-54e44f7fd929,red_sandstone_stairs,64
0b19d166-44fc-44b8-9f83-23a30f863129,smooth_sandstone_slab,64
6d46de4a-f9f2-453a-9690-d1c0fe2e896f,cut_red_sandstone_slab,64
7f3a4f4d-e2e5-4949-b034-ca66dd2c96ab,chiseled_red_sandstone,64
6c764a3b-f4b8-4902-b3b8-c25f73203a08,smooth_sandstone_stairs,64
8b47471c-e764-4542-8b3f-53a4d7df0df7,smooth_red_sandstone_slab,64
4ed8a42e-edc8-4675-ac95-562ac812436a,smooth_red_sandstone_stairs,64
925e7b7b-1aa0-45c8-a606-8ad7bdbe9101,suspicious_gravel,64
1374d246-bc6b-43c9-9db4-bf1e41d7078b,gravel,64
cfa253bb-85d1-4a37-990b-f1089dec44f3,coal_ore,64
cac1ffb4-b549-4643-ac75-506959800863,iron_ore,64
7ec9dd7f-baf0-4220-828e-2f5bf593a88c,copper_ore,64
72523805-235f-4134-b116-636a8a1704a1,gold_ore,64
c16d9b58-71ef-460f-966f-d2faa67ea35e,nether_gold_ore,64
20e4fe2c-522a-4f64-8f5b-529cef8e2091,emerald_ore,64
1509ab21-93f9-4092-abff-1b18ec2f06bd,lapis_ore,64
d6e2476b-08af-4e45-aa00-8def9ad6a1f9,diamond_ore,64
61fa8c0d-eae3-4dee-81cb-022b63a7ed92,nether_quartz_ore,64
28f4fedc-433f-44c7-848d-c616d5a159c2,ancient_debris,64
0942f036-f104-4c00-84ba-0ba2c654c916,coal_block,64
5aa86521-9a31-42c4-9263-075e26090a3c,raw_iron_block,64
b0cd0ee9-34e3-407c-afed-179a6e3cfb09,raw_copper_block,64
0fb6b1de-7cb8-4c47-a0fd-c0ddca4cc71b,raw_gold_block,64
f13a38e0-6f86-427d-b103-b9c186bfa26b,heavy_core,64
1b4ab939-1964-4838-916a-7895fb05bbe4,amethyst_block,64
059a6676-f181-491c-b933-c1184bc54b8b,iron_block,64
5cabdfdd-64d2-4392-a411-f72b87926832,copper_block,64
aa421874-f2c8-4110-befb-c188e9a2520f,waxed_copper_block,64
40afbf9a-8e1d-4cf9-baf8-db78b844b55d,gold_block,64
76f7c79f-776b-4634-8d46-f95622fe3fd7,diamond_block,64
759ec2f1-84e5-44ff-8a9b-0d9120ba3d2c,netherite_block,64
d7036fe5-19c9-4ba5-8841-39af22ff7371,exposed_copper,64
2e4df51a-bc85-485d-8851-e93ff05943fd,exposed_copper_bulb,64
5be7e17b-e025-45df-a98e-f565ac95dbb6,exposed_copper_door,64
b0295a2e-0ef8-4036-9ac5-67a6aab94932,exposed_copper_bars,64
24588788-61d5-4700-98fc-efa2b4ec5da1,waxed_exposed_copper,64
3834525c-e17d-42dc-b616-af0556b2919e,exposed_copper_grate,64
3ff1c35d-cd0f-4dbb-9cc8-7b627b30a988,exposed_copper_chain,64
91c20f2f-1c39-40fd-8c36-381c2a0feb23,exposed_copper_chest,64
f1341591-5b6f-45a1-9a31-fc7cb05bed9f,exposed_copper_lantern,64
4bb018a1-6996-4b6f-b5f4-40fe53cdc914,exposed_copper_trapdoor,64
212f1918-e7c9-4f2b-8e96-6b0ffd90de61,waxed_exposed_copper_bars,64
3965f5dc-321a-4074-bf96-ed720cbc438a,waxed_exposed_copper_door,64
8eb7c64e-6c7a-4058-9509-cfff5abba06b,waxed_exposed_copper_bulb,64
02870f1c-56ad-40ef-8bb1-30b66563f459,waxed_exposed_copper_chain,64
68961c6a-109c-4baf-b9d0-12d0360806da,waxed_exposed_copper_chest,64
a85db1e8-7364-46f2-a3c9-3802fe05b1e4,waxed_exposed_copper_grate,64
27bf8a66-e7b9-4545-8d5c-0b8bfb4b8213,exposed_copper_golem_statue,64
70c5874b-6121-406c-9a90-979a112e4087,waxed_exposed_copper_lantern,64
d8a170b5-1823-4557-a3ec-d6810af38f67,waxed_exposed_copper_trapdoor,64
92cc692a-d922-470e-8f7c-87bcba8ada88,waxed_exposed_copper_golem_statue,64
54a13139-0231-4b8a-83e3-df92b643823d,weathered_copper,64
998223d6-51f4-4d03-a05e-93e1c5100778,weathered_copper_bars,64
ef1ef012-8dab-40c4-84a6-92a0e2566da9,weathered_copper_door,64
fb37b13d-d873-464f-9c3d-5a0fe23157d0,weathered_copper_bulb,64
490c5e0b-ed60-4591-a80e-490c2dad6c5a,weathered_copper_chest,64
646cc980-5379-41ae-b9f0-6066b1f99c03,waxed_weathered_copper,64
cd324269-48b9-45f8-8654-42d009216e5b,weathered_copper_chain,64
d8694003-7781-47b8-aa30-2becc33c7b0d,weathered_copper_grate,64
f1857623-aa9f-4552-88b5-82d580e8c43e,weathered_copper_lantern,64
e23e5527-f1a2-48ec-be51-ff8cdeb4e2c8,weathered_copper_trapdoor,64
27e3f5ef-30f2-437a-ab37-07c2e6fb1a66,waxed_weathered_copper_bars,64
326fa581-f61c-4d96-86ea-222e00a8ec66,waxed_weathered_copper_door,64
d5dca7db-dc28-4ef5-8653-b29b1f5dfe8f,waxed_weathered_copper_bulb,64
93bb23f1-6270-44d7-94b8-ad8d06bc2ae1,waxed_weathered_copper_grate,64
ef24d133-4fbe-420f-893b-2168e8cc7aa3,waxed_weathered_copper_chest,64
f63a845d-9f9a-4ee9-829a-dffaa1038f6f,waxed_weathered_copper_chain,64
376249ae-a63f-4f9a-ac2f-4b250ea8e728,weathered_copper_golem_statue,64
b0c9afda-8e0a-43f5-9c1b-6dba283ff4e5,waxed_weathered_copper_lantern,64
39228a44-3efb-4746-ad32-54699ccc82ee,waxed_weathered_copper_trapdoor,64
b6a35af3-724b-4856-b358-b96f35f50480,waxed_weathered_copper_golem_statue,64
b6f3f562-6691-4a75-829b-462ef84682d6,oxidized_copper,64
1b5c932a-6783-4688-a0eb-66f59b0b52ad,oxidized_copper_door,64
9ebaa432-8dd0-4e51-addc-6f3bae99d485,oxidized_copper_bars,64
d8490310-f4bb-447d-8932-3938bbff906d,oxidized_copper_bulb,64
37d13cdc-a88a-4ecf-b86b-dadcc47854ef,oxidized_copper_chest,64
4d85b91e-dce9-4ec4-8063-c76e30fb9467,oxidized_copper_grate,64
a2c0ce87-2b2e-4726-bb1f-a00128bbaf01,oxidized_copper_chain,64
e80c306c-07d7-40ba-9169-59e30c41314b,waxed_oxidized_copper,64
c4795b2d-85be-4fc0-ac1f-3d1b664712f3,oxidized_copper_lantern,64
f425da39-6c4e-4385-ab6c-17f6e1eabcf5,oxidized_copper_trapdoor,64
61ce7583-5dad-4fb1-96a8-0c7d609e6fc9,waxed_oxidized_copper_door,64
90528118-1599-42c6-8414-0b8a15c47ca7,waxed_oxidized_copper_bulb,64
ee40c667-9aa2-433b-8fc8-2169ba9d2d94,waxed_oxidized_copper_bars,64
4b10b9a5-fcdc-4d11-8e9a-4aba31f3486e,waxed_oxidized_copper_chest,64
915dd833-5cbf-401a-b308-f8e36495d95a,waxed_oxidized_copper_chain,64
a3203e21-f300-4d40-92d7-d5c4be8306ce,waxed_oxidized_copper_grate,64
04dbbda9-bf91-43b1-afcd-c6df8f6dc6eb,oxidized_copper_golem_statue,64
4434620f-fbf3-4af3-b9d0-dbfc8140fafe,waxed_oxidized_copper_lantern,64
7fe369a7-0195-4ccd-882f-a50e2da0ddca,waxed_oxidized_copper_trapdoor,64
e1ac9769-481d-449c-8415-dd0cac72687b,waxed_oxidized_copper_golem_statue,64
1acaf337-f273-48a6-bd87-b48cf82436ff,chiseled_copper,64
71d70a8a-19fa-4c29-97bd-9f481f8b356f,waxed_chiseled_copper,64
49c31eea-3c7c-4588-b316-ae9aa91f9a14,exposed_chiseled_copper,64
b8f5c0e7-069a-4826-89a2-181b5a483edc,oxidized_chiseled_copper,64
089b185c-00ca-4ae0-be76-08ff1b3c6b1a,weathered_chiseled_copper,64
5eca343a-b3d9-43ff-b128-a40fc19d0288,waxed_exposed_chiseled_copper,64
4d3a3040-5967-4902-b247-b191e5aeb821,waxed_oxidized_chiseled_copper,64
975b4506-10f5-4ed2-ac14-4b26c5780cbf,waxed_weathered_chiseled_copper,64
f45a0053-99e5-42c8-aeb3-58ce13856917,cut_copper,64
7ff41494-5e17-4040-b936-8fecab64454e,cut_copper_slab,64
881d7e31-e5c5-41d5-873c-2f05dacacffd,waxed_cut_copper,64
33f149cd-65d6-4fd2-9401-2c08508a2b5e,exposed_cut_copper,64
73a3e546-09ca-4244-bf87-92dc3e4194e2,oxidized_cut_copper,64
06c70f50-6c15-435b-8dc5-a6dfd30a83f3,weathered_cut_copper,64
d1d92260-da90-4e8a-a7df-9ca467dae106,waxed_cut_copper_slab,64
0482e793-ac3a-4a37-9172-5699ba32b78b,exposed_cut_copper_slab,64
92544107-1147-4e27-9a43-5d62d35ea951,waxed_cut_copper_stairs,64
715bf582-a182-4886-ae7b-fc5e7e156d87,waxed_exposed_cut_copper,64
a0309862-7492-4e08-9703-b81e84319a0a,oxidized_cut_copper_slab,64
0cff5a76-1def-4bc5-b43d-80441adfe8f7,weathered_cut_copper_slab,64
64284e45-6c4c-47e2-8b96-90460d9736a5,exposed_cut_copper_stairs,64
7fe24032-8833-4c7b-80c5-ed6de398b98c,waxed_oxidized_cut_copper,64
209a592c-b74d-4ef4-851a-556f77ed0af6,oxidized_cut_copper_stairs,64
46acf446-ee06-445e-afb8-cfaa3177f983,waxed_weathered_cut_copper,64
444982b8-0c6d-40a8-9112-8bdd8cc59aa9,weathered_cut_copper_stairs,64
f7e16c82-ccd7-4e88-b7ec-f6d1814ad3a4,waxed_exposed_cut_copper_slab,64
227a8e0c-35ee-4d3b-92a4-e9492bfe1f04,waxed_oxidized_cut_copper_slab,64
0cff80ec-d274-4840-a2b0-447519a4f68a,waxed_weathered_cut_copper_slab,64
90fccbbb-315c-472b-8eb2-d744066e57fb,waxed_exposed_cut_copper_stairs,64
01882a12-7848-4e20-92f1-6457bbec038f,waxed_oxidized_cut_copper_stairs,64
da610db0-32f4-4941-ac0a-bce733beec0b,waxed_weathered_cut_copper_stairs,64
fb5dfe4c-d091-496a-bf14-ebadde9ed4db,oak_log,64
47dc9dad-ab8f-42aa-bb61-d937328cbdde,dark_oak_log,64
f22dee77-3146-46a0-991c-5bd597c3b47b,pale_oak_log,64
e05bb4eb-edb5-4138-9bfb-4737a70d70b9,stripped_oak_log,64
02a989ab-907b-4b06-b1f6-41ef4af90459,stripped_dark_oak_log,64
85ad8d1f-eba8-4833-908d-ca933a34ba47,stripped_pale_oak_log,64
ebce99cd-1f17-477a-9e1e-0927e15ebaf3,spruce_log,64
489b51a1-068f-47e0-aff1-95d31b45d617,stripped_spruce_log,64
5fd307a4-9b1d-494a-aa01-eeb8fa04ddfa,birch_log,64
7ac9675b-aa9d-4676-a569-aba05bee2cc5,stripped_birch_log,64
634a79f7-eeda-46c4-b193-c0943b8b6e99,jungle_log,64
a10a2626-f123-4ccb-8414-7eccbd2433aa,stripped_jungle_log,64
8b1a5828-d436-43d1-afd5-f15925693ba5,acacia_log,64
ebbe394a-403e-4332-acd8-2bba5ff1dae8,stripped_acacia_log,64
5492a45e-22f0-4606-8de6-bd506101ddb0,cherry_log,64
352a44e7-d230-48ab-af6d-bae64e919212,stripped_cherry_log,64
95a78239-e07d-48f7-8b69-4cac9dfad79d,mangrove_log,64
5055846c-c385-4b57-b59e-9e8194179291,stripped_mangrove_log,64
802eb0d1-d615-4878-93f4-c314ba8bdc3f,mangrove_roots,64
334bbb35-9c7b-4400-9f00-50df38846bd0,crimson_stem,64
262f47dc-f1a9-44e8-a0ce-a7e847fbfc8f,stripped_crimson_stem,64
be0d24cc-45af-4dcb-8e09-67f58180176a,warped_stem,64
e7799afe-cbdb-41cb-ab28-c0f7ad92f900,stripped_warped_stem,64
15e6ef6e-2993-444a-978f-a15406dd3a2a,bamboo_block,64
0ea1a080-aebd-4fb4-950f-9f6c1312c084,stripped_bamboo_block,64
7508ba78-f759-4a2f-9613-b21ff58c31be,stripped_oak_wood,64
c17c705c-5fa3-4395-bb75-cf013edfcc01,stripped_spruce_wood,64
d7c07bcb-bc3f-41ae-82ca-7eb87d4818d8,stripped_birch_wood,64
6c5d842f-6c57-4a89-8d68-50e040233237,stripped_jungle_wood,64
c78aa0b9-ff3b-4fb7-aa9c-899327ca8bf7,stripped_acacia_wood,64
61fe48a3-9fd6-4419-950b-6e8fd2d187dd,stripped_cherry_wood,64
303f9da2-9691-41db-8c03-5e7b036fedb1,stripped_dark_oak_wood,64
e70fbd6f-395a-4a91-8613-fe57423403f2,stripped_pale_oak_wood,64
1db24c92-8025-49f3-95a1-9e831152f2f4,stripped_mangrove_wood,64
9f492c36-b9a0-4daf-9a43-33acebef505c,stripped_crimson_hyphae,64
92318f61-5504-4066-8fff-497f3b5fb910,stripped_warped_hyphae,64
91fcd5e4-06da-44fb-905d-a0ad4de3ddf4,oak_wood,64
7dc00ad2-846d-4b54-8469-5b921e694ea8,dark_oak_wood,64
eeae7073-ca7f-468d-8b0e-e4f82644310b,pale_oak_wood,64
9f87abaf-1891-453f-b159-09174e10b52d,spruce_wood,64
352b3f45-8434-4bbc-afa4-64964573d590,birch_wood,64
5b226fa4-50b2-4ff5-b16a-94dd4c5c2879,jungle_wood,64
e1f86197-02bc-4266-8413-4cb11e4c0bb2,acacia_wood,64
cc19e8a3-29aa-41c7-beb5-edc676cf0334,cherry_wood,64
4a0512e6-068e-4f7f-827b-9249d39bdc0d,mangrove_wood,64
f5f1b86b-4f1f-4c96-848c-8bc892b32c9d,crimson_hyphae,64
26a59bbd-fc04-4cc0-8030-d2e13da10977,warped_hyphae,64
c036128f-776d-40a3-9699-17a8fa4a4779,oak_leaves,64
8d2e38fa-0492-422c-9147-ef9a96b416ee,dark_oak_leaves,64
cb252bc8-4a21-4f44-9819-781542f3dba5,pale_oak_leaves,64
49844e5b-4ce1-424c-b1bd-909377dab00c,spruce_leaves,64
583fce0c-431f-4954-af42-64ff543ea3a4,birch_leaves,64
9c999d1b-ee88-4ca3-9a95-8ba980e64bdb,jungle_leaves,64
05235548-220b-4779-8344-5c475a53532e,acacia_leaves,64
32459c66-7391-4233-b7f8-1edc3c2f6688,cherry_leaves,64
9f783bf6-ab2a-42e5-8a16-5b8f1ff73520,mangrove_leaves,64
e01bbb22-c3ed-419a-b09c-1c7f767e5a3e,azalea_leaves,64
0d51e4c9-d1b4-4c23-bbc2-b8bcbf4c76e3,flowering_azalea_leaves,64
48c98dcf-3c4b-4065-a83c-e5c1a34ae7a7,sponge,64
85b2d7bd-cd79-416d-b42a-a3c27e563134,wet_sponge,64
f4e8c24f-7a85-47fb-b174-b7d463e0fc77,glass,64
c34d9964-e9f6-4739-b674-584dd5b6af83,spyglass,1
0cd30aab-0cb2-4bb0-a099-f92c090b8a04,glass_pane,64
7b1938d6-d211-4a62-b94e-e1f3ef20219a,tinted_glass,64
936aa3fb-2520-42eb-8689-8ec2815a36f0,glass_bottle,64
a88b9eb2-3852-4737-b93e-de74e1c57860,red_stained_glass,64
5ccfdbd9-ff7c-4982-a336-d0aea306a313,lime_stained_glass,64
72591726-3570-4107-8c7b-377ae8ccf4c8,pink_stained_glass,64
79763560-e894-4ce7-b51f-a2d42a6e4f3e,cyan_stained_glass,64
97cada41-15ad-4ebf-8c20-144404826dde,blue_stained_glass,64
ae98a615-8f9a-4006-82e8-fc408b710213,gray_stained_glass,64
